departure_hour,day_of_week,month,origin,destination,aircraft_type,airline,weather_score,atc_delay,prev_flight_delay,distance_km,delay_minutes
13,3,3,CDG,SYD,A380,PacificAir,0.7,8,51,13238,60
4,5,1,LHR,SYD,A320,PacificAir,0.63,5,5,3383,49
16,1,11,JFK,JFK,A380,EuroWings,0.88,18,9,4326,75
21,4,9,FRA,LAX,B777,AsiaJet,0.74,12,70,13067,104
20,1,1,CDG,CDG,B737,EuroWings,0.8,2,89,4839,90
5,0,11,DXB,BOM,B777,AeroGulf,0.28,6,29,1174,34
15,4,6,LHR,BOM,A320,EuroWings,0.18,21,20,6789,44
10,3,9,BOM,JFK,B737,PacificAir,0.75,8,59,602,79
9,2,2,BOM,SIN,B737,AeroGulf,0.81,21,80,11049,117
14,4,4,CDG,CDG,B737,EuroWings,0.99,4,73,4493,94
6,4,2,JFK,LHR,B787,SkyMind,0.41,9,62,12719,61
22,4,4,LHR,SYD,A320,AsiaJet,0.37,22,41,4208,72
1,4,2,CDG,LHR,B787,SkyMind,0.78,16,50,12904,85
11,3,12,DXB,NRT,A380,AeroGulf,0.34,11,63,1995,59
18,3,1,FRA,SIN,B737,EuroWings,0.93,22,75,13550,102
11,2,11,CDG,LAX,B787,PacificAir,0.86,15,55,3892,103
15,3,3,LAX,LHR,B777,EuroWings,0.43,2,79,12198,62
5,3,8,SYD,SYD,B787,AeroGulf,0.75,29,40,8037,98
2,0,5,LAX,SYD,A350,AeroGulf,0.75,24,31,3285,108
1,6,4,LHR,SYD,A380,AeroGulf,0.1,21,14,6319,43
19,0,5,NRT,DXB,B737,AeroGulf,0.9,8,61,10926,82
4,6,6,LAX,BOM,B737,EuroWings,0.51,28,26,4159,89
10,1,6,SYD,LHR,A380,SkyMind,0.83,14,27,5380,84
2,2,5,LAX,NRT,A380,PacificAir,0.32,4,80,6088,60
2,6,12,CDG,LHR,A320,PacificAir,0.9,22,63,12424,108
21,0,11,SYD,NRT,B777,AsiaJet,0.39,12,58,5302,68
4,2,12,FRA,SYD,A380,AeroGulf,0.01,13,57,5391,40
21,2,6,NRT,CDG,A380,AeroGulf,0.91,19,1,13260,87
22,4,9,CDG,NRT,A320,AeroGulf,0.09,14,35,4025,25
10,5,5,DXB,SIN,A380,SkyMind,0.32,15,70,4017,66
2,5,6,DXB,BOM,B787,AeroGulf,0.95,22,12,5277,108
12,5,4,LHR,BOM,A350,AsiaJet,0.95,12,14,4689,74
20,2,3,SIN,DXB,A350,AsiaJet,0.57,16,88,13523,88
7,4,12,LAX,FRA,A350,SkyMind,0.63,22,86,7433,101
19,1,6,SYD,LHR,A380,AeroGulf,0.45,7,59,6637,51
9,1,11,CDG,JFK,A350,EuroWings,0.29,20,21,11221,38
1,5,11,DXB,DXB,B777,EuroWings,0.33,1,62,6754,44
3,1,5,NRT,JFK,B787,PacificAir,0.67,4,89,2413,82
17,4,4,SIN,FRA,A350,SkyMind,0.75,5,74,11149,81
18,5,5,NRT,BOM,B737,EuroWings,0.79,11,73,7835,91
3,6,7,LAX,SIN,A380,PacificAir,0.79,17,24,1650,82
19,6,1,JFK,SYD,B787,AsiaJet,0.09,29,47,12550,75
8,4,1,SIN,SYD,B777,PacificAir,0.49,21,42,4637,76
15,1,11,BOM,NRT,A350,AeroGulf,0.06,21,37,4636,45
5,5,1,JFK,DXB,B777,AeroGulf,0.55,0,40,8229,46
3,6,2,JFK,FRA,A380,AsiaJet,0.44,29,44,2010,92
8,4,9,LAX,SIN,A350,SkyMind,0.89,16,87,12662,123
12,3,5,NRT,SYD,B737,AeroGulf,0.35,29,39,4415,75
8,6,9,FRA,NRT,B787,AeroGulf,0.12,10,16,6825,29
5,3,5,DXB,LHR,B737,PacificAir,0.14,9,87,3752,59
20,4,7,SYD,BOM,A350,PacificAir,0.76,18,56,12441,87
18,4,6,SYD,LHR,A320,PacificAir,0.62,13,1,9435,57
13,0,2,CDG,BOM,B787,EuroWings,0.1,25,61,11457,56
20,6,3,CDG,LHR,B777,AsiaJet,0.08,9,87,4438,38
14,0,5,JFK,NRT,A350,SkyMind,0.7,14,8,3011,69
2,2,4,JFK,SIN,B737,PacificAir,0.07,27,67,1573,68
4,6,11,FRA,DXB,A380,SkyMind,0.82,18,80,11909,109
20,5,6,LAX,BOM,A320,PacificAir,0.71,3,16,13085,53
17,2,8,DXB,FRA,A380,AeroGulf,0.08,1,49,2692,18
13,2,8,SYD,JFK,A350,SkyMind,0.08,8,39,8707,32
15,1,3,FRA,SIN,B777,EuroWings,0.99,9,57,7883,85
13,3,4,SYD,SIN,B737,PacificAir,0.37,27,74,12245,103
8,1,1,BOM,NRT,B787,AsiaJet,0.37,10,84,5671,59
14,5,2,CDG,JFK,A320,AeroGulf,0.81,13,20,8798,74
6,4,9,BOM,LAX,A350,PacificAir,0.95,6,17,4814,64
13,0,12,DXB,SIN,A350,SkyMind,0.99,22,54,6980,118
5,5,10,DXB,FRA,A350,PacificAir,0.75,14,28,11660,74
20,4,10,LAX,SIN,A350,AeroGulf,0.38,21,23,13158,59
14,5,2,SIN,CDG,B737,AsiaJet,0.08,18,73,11737,67
19,4,12,JFK,BOM,B787,AsiaJet,0.78,21,16,3357,84
7,6,6,CDG,SYD,B777,AsiaJet,0.56,14,17,4849,65
1,0,7,FRA,SIN,A320,AeroGulf,0.42,29,41,1928,77
7,4,6,LAX,SIN,A350,PacificAir,0.91,27,83,7223,117
0,2,8,FRA,NRT,A380,AeroGulf,0.11,23,44,10700,59
16,5,9,SIN,FRA,A350,AeroGulf,0.49,7,81,7279,69
18,0,8,LAX,NRT,B787,PacificAir,0.01,10,16,11793,27
4,4,5,NRT,DXB,B787,EuroWings,0.47,28,72,13772,98
21,2,8,SYD,BOM,B737,AsiaJet,0.06,8,13,12328,22
19,2,10,JFK,FRA,B737,SkyMind,0.12,14,48,12163,34
15,6,10,JFK,NRT,A380,SkyMind,0.12,0,28,8356,33
6,3,9,JFK,JFK,A380,PacificAir,0.65,29,3,11723,82
6,2,8,BOM,JFK,B737,SkyMind,0.75,0,81,7800,82
17,1,2,CDG,SIN,A320,EuroWings,0.58,18,19,7145,62
17,0,2,LAX,SYD,A380,AeroGulf,0.96,2,46,8170,81
1,0,12,LAX,NRT,B737,AsiaJet,0.37,9,8,3421,28
14,0,3,BOM,DXB,A350,SkyMind,0.29,7,76,8666,61
13,4,7,DXB,NRT,B737,SkyMind,0.87,14,78,7744,101
17,5,9,CDG,NRT,A320,PacificAir,0.22,9,26,13137,37
8,4,8,SIN,CDG,B737,PacificAir,0.96,0,14,1378,68
13,1,9,SIN,SYD,B737,AeroGulf,0.01,28,18,11204,39
4,5,6,JFK,NRT,A350,AsiaJet,0.97,17,89,9002,113
10,6,1,LAX,LHR,A380,SkyMind,0.04,1,51,9806,27
7,2,12,LHR,LHR,A350,AeroGulf,0.89,18,25,1821,107
4,4,4,DXB,SIN,A350,AsiaJet,0.53,12,88,12088,83
10,5,6,FRA,DXB,B737,AeroGulf,0.99,21,25,4875,105
4,2,12,JFK,SYD,A350,SkyMind,0.07,0,25,9658,13
16,5,6,SIN,DXB,B787,PacificAir,0.55,1,45,11881,68
21,2,8,SIN,JFK,B777,PacificAir,0.97,28,48,9386,105
3,5,1,CDG,FRA,B777,PacificAir,0.52,15,81,5505,86
14,4,11,DXB,SYD,A350,EuroWings,0.63,14,52,11306,66
18,4,2,DXB,CDG,A380,AeroGulf,0.7,12,2,8962,40
21,1,2,LHR,SYD,A320,SkyMind,0.45,15,65,6136,77
1,6,6,SIN,NRT,A350,AeroGulf,0.63,16,41,5720,79
23,6,11,SYD,BOM,A380,PacificAir,0.58,20,18,10103,69
16,3,7,CDG,CDG,A350,AeroGulf,0.9,28,16,3527,101
11,0,2,LAX,SIN,B737,AsiaJet,0.05,28,32,3624,82
23,4,5,SYD,DXB,A380,AeroGulf,0.28,6,75,2253,53
16,4,6,NRT,LHR,A320,EuroWings,0.95,23,48,13628,114
9,2,4,CDG,CDG,A350,EuroWings,0.89,25,55,10513,107
17,3,1,FRA,SIN,B787,PacificAir,0.46,16,62,8686,78
18,6,3,LAX,JFK,A380,SkyMind,0.62,6,2,5599,45
17,4,10,DXB,SYD,B777,AsiaJet,0.28,12,48,4835,50
12,5,9,LAX,SYD,A380,SkyMind,0.19,4,54,3785,53
13,6,6,CDG,LHR,B787,SkyMind,0.46,25,25,9052,84
23,3,2,SIN,BOM,B787,AsiaJet,0.35,16,71,12127,74
15,0,9,NRT,DXB,B787,EuroWings,0.58,2,51,9425,39
17,5,4,DXB,FRA,A320,PacificAir,0.08,6,6,1351,13
17,2,11,SYD,SYD,A320,AeroGulf,0.97,25,45,1359,135
15,1,8,BOM,FRA,A380,EuroWings,0.99,16,45,13488,99
16,5,10,NRT,DXB,A320,PacificAir,0.7,6,15,1850,65
6,6,7,LHR,JFK,B777,EuroWings,0.54,20,23,12776,83
11,0,12,BOM,JFK,B737,AsiaJet,0.31,0,60,11575,44
1,5,11,FRA,FRA,A380,SkyMind,0.81,16,53,12239,87
9,3,3,SYD,LHR,A350,AsiaJet,0.68,29,61,5418,89
4,3,8,FRA,FRA,A350,AeroGulf,0.16,16,0,6230,39
20,0,4,LAX,NRT,A380,AsiaJet,0.91,10,48,12884,82
2,6,2,SIN,SIN,B737,SkyMind,0.82,24,24,826,96
18,3,11,LAX,CDG,A350,EuroWings,0.95,26,9,2620,89
12,5,5,SIN,LHR,A380,PacificAir,0.73,28,79,1493,115
11,1,1,JFK,SIN,A380,AeroGulf,0.61,2,15,5875,45
2,5,8,JFK,SYD,B787,EuroWings,0.42,14,57,2266,71
5,1,8,FRA,DXB,B777,PacificAir,0.93,28,71,13781,117
13,3,3,LHR,JFK,A350,SkyMind,0.87,20,28,13120,102
3,5,1,FRA,DXB,B777,AsiaJet,0.05,10,5,9872,15
12,3,4,JFK,LHR,A380,EuroWings,0.03,25,15,2464,31
18,6,9,BOM,LAX,B737,PacificAir,0.38,27,19,7101,70
17,1,9,BOM,FRA,A380,PacificAir,0.81,15,79,3281,102
2,6,1,LHR,NRT,A350,AsiaJet,0.99,24,70,7519,124
19,3,11,LHR,SIN,B777,EuroWings,0.15,21,77,3405,82
5,4,7,LHR,SIN,B787,EuroWings,0.59,27,42,8790,90
15,2,6,FRA,BOM,B787,SkyMind,0.38,8,25,11471,43
19,5,7,SYD,JFK,A380,EuroWings,0.97,23,89,743,119
23,4,7,CDG,SIN,B737,AsiaJet,0.84,23,77,4537,122
2,6,8,DXB,LHR,A320,EuroWings,0.84,0,70,8438,79
11,3,8,LHR,CDG,A350,SkyMind,0.47,28,32,10192,79
18,3,10,DXB,LAX,A380,PacificAir,0.41,24,25,5994,55
18,2,11,SYD,SIN,B787,EuroWings,0.27,21,44,3209,76
23,3,2,CDG,CDG,B787,AsiaJet,0.06,15,83,11745,49
3,2,12,LHR,SIN,B737,EuroWings,0.86,8,62,13154,83
0,5,12,LHR,LHR,B787,AeroGulf,0.81,18,66,11918,104
1,1,12,LHR,CDG,A350,SkyMind,1.0,11,51,8201,87
12,2,4,BOM,SYD,B737,PacificAir,1.0,18,67,8295,101
12,2,4,SYD,SIN,B777,AeroGulf,0.56,21,25,7588,58
1,4,11,DXB,SYD,B737,AsiaJet,0.77,8,74,1547,93
18,3,10,SIN,BOM,A350,EuroWings,0.94,6,1,4878,61
21,5,12,SIN,JFK,A350,SkyMind,0.85,13,13,10007,99
23,1,8,SYD,LHR,B777,EuroWings,0.25,28,29,10078,60
15,0,3,LHR,NRT,A380,EuroWings,0.45,18,48,7044,65
11,6,12,SIN,LHR,B737,EuroWings,0.13,18,11,7211,34
0,2,12,DXB,FRA,A350,EuroWings,0.95,1,89,7721,96
8,0,3,SIN,NRT,A350,SkyMind,0.61,8,43,12612,62
16,3,2,DXB,FRA,B777,AeroGulf,0.23,12,32,10429,49
9,6,1,LHR,CDG,A320,AsiaJet,0.67,14,12,9113,58
17,2,8,LHR,BOM,B737,AeroGulf,0.62,2,77,7492,59
18,0,9,FRA,CDG,A350,SkyMind,0.36,10,87,8562,57
6,4,9,JFK,SIN,B787,AsiaJet,0.11,20,25,4301,28
18,0,11,BOM,JFK,B777,PacificAir,0.67,13,20,5862,63
23,6,8,CDG,LHR,A320,AeroGulf,0.52,29,27,5973,83
14,4,5,CDG,DXB,A320,SkyMind,0.77,24,47,10103,95
8,6,1,LAX,LHR,B777,SkyMind,0.52,7,39,11941,67
9,1,9,BOM,LHR,A320,SkyMind,0.85,17,65,5070,112
22,3,6,LHR,NRT,A350,AsiaJet,0.55,18,72,2952,86
19,5,12,CDG,LAX,A320,EuroWings,0.56,15,86,2583,76
19,0,7,DXB,DXB,B737,PacificAir,0.88,1,78,13145,80
3,2,8,LAX,SIN,B787,AsiaJet,0.4,7,76,13345,60
5,6,5,SIN,FRA,A350,AsiaJet,0.13,21,22,12370,42
3,6,6,SIN,SYD,B777,AeroGulf,0.03,5,80,10042,35
4,3,12,LAX,FRA,B787,PacificAir,0.76,11,47,5663,75
8,0,7,JFK,JFK,A380,SkyMind,0.62,14,1,11059,55
11,2,7,NRT,BOM,A350,AsiaJet,0.7,24,83,5333,106
22,2,2,DXB,JFK,B787,PacificAir,0.21,7,19,7301,32
7,6,11,CDG,BOM,A320,AeroGulf,0.14,3,58,3840,38
20,5,12,JFK,LHR,A380,EuroWings,0.01,14,45,11264,32
4,6,1,DXB,NRT,B777,PacificAir,0.35,27,2,12812,72
10,5,8,FRA,SIN,B777,SkyMind,0.59,19,54,4344,77
22,6,5,CDG,LAX,B737,AsiaJet,0.39,24,11,1139,50
10,6,10,FRA,JFK,A320,EuroWings,0.44,16,39,10266,69
12,2,2,LHR,NRT,B737,AeroGulf,0.9,12,65,11920,91
13,5,3,BOM,FRA,B737,SkyMind,0.35,17,77,13996,79
7,2,6,LHR,LAX,A320,EuroWings,0.51,1,15,12961,18
17,0,10,SIN,CDG,A350,AeroGulf,0.78,12,82,8596,108
18,6,6,JFK,LHR,A380,SkyMind,0.4,12,33,8651,60
11,1,8,LAX,DXB,B737,AsiaJet,0.62,21,43,8877,73
11,5,5,LHR,DXB,B787,AeroGulf,0.86,14,5,5900,62
17,4,5,JFK,SYD,A380,EuroWings,0.95,19,76,13788,129
9,4,7,SYD,LHR,A350,SkyMind,0.15,28,63,1818,70
6,4,10,SIN,SYD,A320,PacificAir,0.93,26,21,9219,96
17,1,5,CDG,DXB,B777,SkyMind,0.49,9,17,3759,31
11,2,9,JFK,SIN,A350,EuroWings,0.26,28,11,3983,59
13,2,6,DXB,FRA,B737,EuroWings,0.46,2,51,3519,49
14,3,7,CDG,SIN,B787,PacificAir,0.98,18,50,5279,111
15,4,12,SIN,NRT,A380,EuroWings,0.49,2,70,10925,49
1,4,8,LHR,FRA,A320,SkyMind,0.33,21,47,10259,57
17,2,5,SYD,DXB,B777,AeroGulf,0.63,13,18,9266,68
11,4,11,FRA,SYD,A380,SkyMind,0.24,7,5,10726,34
15,2,4,NRT,LHR,B787,EuroWings,0.08,26,83,1824,64
12,6,12,CDG,LHR,B777,PacificAir,0.13,22,26,4904,59
19,6,8,CDG,BOM,A320,PacificAir,0.13,29,52,9904,72
16,2,12,LAX,LAX,A380,AsiaJet,0.15,3,47,6437,41
17,5,10,LHR,CDG,A350,PacificAir,0.14,26,6,1934,49
2,2,9,CDG,DXB,B737,PacificAir,0.64,27,58,9229,81
22,0,1,LAX,DXB,A320,EuroWings,0.18,19,68,8054,65
9,0,3,SIN,SYD,B787,AeroGulf,0.35,10,10,5453,48
0,0,12,CDG,BOM,A350,AeroGulf,0.9,25,14,10266,89
5,0,4,SYD,JFK,A380,EuroWings,0.47,10,63,8884,65
2,1,7,DXB,LAX,B777,PacificAir,0.67,26,2,9878,78
18,3,6,NRT,SIN,A350,SkyMind,0.17,29,68,12840,57
3,3,10,SIN,SIN,A350,AeroGulf,0.19,10,22,9166,48
19,2,10,FRA,JFK,B787,EuroWings,0.04,1,52,4769,17
22,6,11,LHR,BOM,B737,SkyMind,0.17,29,36,7878,72
2,4,1,LHR,LAX,A350,PacificAir,0.28,16,8,10505,43
7,0,4,LHR,DXB,A350,EuroWings,0.18,8,14,13487,38
7,3,6,SYD,LHR,B737,AeroGulf,0.09,27,2,2937,49
6,3,3,SIN,DXB,B737,SkyMind,0.12,27,69,12071,73
1,0,2,CDG,SIN,B777,SkyMind,0.46,1,16,5052,28
20,6,2,SYD,FRA,A380,AeroGulf,0.21,28,25,1854,70
5,1,10,LAX,SYD,B777,SkyMind,0.36,23,20,3900,49
15,1,12,LHR,SYD,B737,AeroGulf,0.5,14,71,7696,84
9,3,12,FRA,CDG,A320,EuroWings,0.69,15,20,4254,63
3,1,4,LAX,NRT,B737,AsiaJet,0.04,24,10,6765,52
12,5,1,NRT,SIN,B777,PacificAir,0.8,3,37,12221,68
9,0,10,CDG,BOM,B787,EuroWings,0.63,7,71,658,81
20,6,2,CDG,SYD,B787,PacificAir,0.08,8,87,7241,52
13,3,10,JFK,FRA,A380,PacificAir,0.87,25,34,2337,89
8,0,2,FRA,DXB,A350,AeroGulf,0.92,25,13,5111,91
10,1,4,SYD,CDG,B787,AsiaJet,0.06,4,13,1525,20
22,0,4,SYD,LHR,B777,PacificAir,0.28,15,9,8312,44
17,1,1,BOM,SIN,B787,PacificAir,0.81,12,11,7746,80
10,6,7,NRT,NRT,A320,EuroWings,0.75,29,37,1158,106
16,1,7,LHR,BOM,B737,AsiaJet,0.18,6,33,1177,25
1,0,10,JFK,CDG,B737,AsiaJet,0.21,25,40,13102,59
2,6,11,LAX,LHR,B777,PacificAir,0.37,19,9,4546,55
10,1,10,CDG,NRT,A350,AsiaJet,0.48,16,16,4321,40
17,5,10,BOM,NRT,B737,EuroWings,0.62,2,16,2875,59
2,2,1,BOM,CDG,B787,AeroGulf,0.37,4,66,775,58
14,0,11,NRT,DXB,A320,PacificAir,0.46,18,61,7359,88
10,2,8,DXB,BOM,A350,SkyMind,0.75,11,0,13239,48
10,0,10,CDG,JFK,A350,PacificAir,0.04,28,11,2088,58
19,1,7,SYD,NRT,A350,PacificAir,0.25,26,3,5081,73
10,1,7,LAX,SYD,B737,AeroGulf,0.71,6,41,13918,57
18,6,11,LHR,JFK,A380,SkyMind,0.9,27,12,13354,105
0,3,6,LHR,FRA,A350,SkyMind,0.51,8,84,745,76
4,5,12,FRA,CDG,B777,SkyMind,0.53,27,85,9580,93
9,3,4,DXB,NRT,B787,AeroGulf,0.11,5,3,10903,19
9,2,11,NRT,SYD,A380,AsiaJet,0.45,28,81,12717,108
13,1,8,LHR,FRA,A320,SkyMind,0.53,25,68,7170,91
1,3,2,JFK,JFK,B787,AsiaJet,0.24,16,18,8692,54
3,1,7,LHR,LHR,B777,EuroWings,0.27,15,1,11602,25
1,0,3,SIN,SIN,B777,AeroGulf,0.38,22,11,2684,48
17,3,3,JFK,JFK,A380,AsiaJet,0.02,2,80,12938,37
12,2,7,LAX,SIN,B787,SkyMind,0.32,20,73,3751,78
18,6,12,FRA,SYD,B737,SkyMind,0.21,25,5,6363,46
4,3,3,LHR,NRT,B777,AsiaJet,0.33,3,7,3551,33
19,1,5,SYD,SIN,A350,AsiaJet,0.12,9,50,10202,44
1,4,8,JFK,CDG,A320,EuroWings,0.89,4,10,4271,70
10,4,4,FRA,SYD,A320,AeroGulf,0.59,20,62,9820,89
17,6,7,BOM,NRT,B777,PacificAir,0.68,21,56,13786,99
5,6,7,SIN,SYD,A350,EuroWings,0.79,29,11,9389,91
22,5,2,SIN,JFK,B787,EuroWings,0.5,9,72,9780,88
9,6,8,LAX,SYD,A320,EuroWings,0.09,11,1,2919,15
21,1,10,JFK,JFK,A350,SkyMind,0.54,9,7,7896,65
22,0,12,SYD,CDG,A350,AsiaJet,0.59,28,10,3128,81
16,3,10,DXB,BOM,B737,AeroGulf,0.75,12,52,7809,72
21,6,9,SYD,CDG,B777,SkyMind,0.43,10,9,12481,55
10,4,6,FRA,FRA,A350,EuroWings,0.13,21,84,1185,73
18,0,5,LHR,JFK,B787,AeroGulf,0.28,15,83,3256,79
16,1,1,CDG,NRT,A320,SkyMind,0.36,7,7,5523,44
23,0,1,LAX,LAX,B737,PacificAir,0.65,7,35,10534,66
3,1,9,CDG,BOM,B787,EuroWings,0.57,26,75,10424,98
23,5,4,JFK,CDG,A320,SkyMind,0.36,24,13,5335,70
13,3,1,DXB,LAX,B777,SkyMind,0.99,7,53,13058,91
19,0,11,SIN,LHR,B787,EuroWings,0.61,12,84,2472,93
3,3,10,SIN,LAX,A320,PacificAir,0.24,26,85,1210,70
13,0,12,BOM,FRA,B737,AsiaJet,0.1,1,20,9016,19
3,1,3,FRA,FRA,A320,PacificAir,0.15,29,49,5585,66
5,1,6,FRA,CDG,A350,EuroWings,0.25,29,38,6146,86
8,0,11,SYD,LAX,B737,AsiaJet,0.16,11,19,5393,38
20,5,11,FRA,SIN,B787,SkyMind,0.19,9,87,11659,61
11,1,8,SYD,NRT,A380,PacificAir,0.29,11,86,12491,72
7,2,10,SYD,LHR,B777,PacificAir,0.17,10,6,3094,19
23,2,2,LHR,JFK,B737,AsiaJet,0.9,14,8,1592,91
3,3,8,LAX,DXB,B737,SkyMind,0.08,15,0,3455,43
4,6,1,CDG,SIN,B737,PacificAir,0.52,16,25,8903,68
5,2,11,LHR,LHR,A320,AsiaJet,0.41,25,37,10273,89
4,2,2,DXB,LHR,A350,PacificAir,0.98,1,37,12523,70
18,5,8,DXB,DXB,A380,SkyMind,0.11,17,60,10135,49
7,5,7,DXB,FRA,B777,SkyMind,0.4,11,43,4643,58
8,6,5,SIN,LHR,B777,AeroGulf,0.97,18,85,13018,122
14,4,10,SIN,SIN,A350,AsiaJet,0.87,25,43,9270,103
3,6,2,LAX,CDG,A320,EuroWings,0.82,22,73,8144,115
8,4,9,DXB,SYD,A320,PacificAir,0.26,17,61,3497,67
6,5,5,JFK,SYD,A350,SkyMind,0.17,29,5,5708,47
7,4,8,JFK,SYD,A350,PacificAir,0.67,16,16,10446,74
14,5,4,BOM,SIN,B787,PacificAir,0.93,29,50,3479,126
18,4,9,LHR,NRT,A320,EuroWings,0.56,5,37,4105,57
14,1,10,CDG,JFK,B737,SkyMind,0.57,24,23,921,88
4,5,7,SIN,DXB,B777,AeroGulf,0.28,14,50,1110,48
18,6,2,FRA,BOM,A320,AsiaJet,0.77,2,9,9137,56
6,3,3,CDG,FRA,A350,PacificAir,0.19,5,71,9652,37
5,3,2,NRT,SYD,B737,EuroWings,0.32,2,20,630,21
18,5,5,LAX,LAX,B787,EuroWings,0.43,29,69,3147,91
16,2,2,LAX,FRA,A380,AsiaJet,0.51,28,84,12771,98
9,3,5,DXB,SIN,B787,AsiaJet,0.24,0,56,7173,32
18,6,9,JFK,NRT,B737,SkyMind,0.11,29,38,11126,63
10,2,2,DXB,NRT,B737,PacificAir,0.61,12,87,4229,96
14,3,9,CDG,SYD,A350,PacificAir,0.29,27,32,4931,68
9,0,7,JFK,LAX,A380,AsiaJet,0.58,20,58,13928,75
10,0,7,DXB,BOM,A350,AeroGulf,0.15,25,17,1524,62
22,5,5,CDG,SYD,B777,PacificAir,0.48,13,55,10344,63
2,6,8,NRT,DXB,A380,EuroWings,0.53,12,56,7539,71
2,6,7,BOM,FRA,A380,AsiaJet,0.05,26,75,1037,75
17,3,6,LHR,CDG,B777,PacificAir,0.34,3,47,5091,45
10,1,2,BOM,FRA,B787,SkyMind,0.13,6,41,3583,41
19,2,6,NRT,LAX,B737,AsiaJet,0.06,21,26,1007,49
21,3,2,BOM,SYD,B787,EuroWings,0.99,9,73,4424,95
17,5,1,FRA,DXB,A350,SkyMind,0.32,6,51,9372,66
14,2,9,SIN,LAX,A320,AsiaJet,0.81,20,41,3112,96
6,4,5,SIN,JFK,A350,AsiaJet,0.25,14,31,5376,47
9,5,10,FRA,LAX,A320,PacificAir,0.68,14,25,9451,79
20,3,10,SIN,SIN,B737,SkyMind,0.76,3,24,4723,61
22,1,4,CDG,LAX,B737,AsiaJet,0.6,22,74,3647,101
19,4,12,SIN,BOM,A380,EuroWings,0.47,22,22,2693,89
9,5,11,LAX,SYD,B737,SkyMind,0.41,5,56,8582,52
12,3,8,LAX,SIN,B777,PacificAir,0.35,23,51,3046,73
14,0,5,JFK,LAX,B777,AeroGulf,0.93,19,86,5561,119
22,6,7,SYD,SIN,A320,AsiaJet,0.83,25,30,5155,107
17,3,3,NRT,DXB,B787,AeroGulf,0.97,4,63,1722,77
22,0,8,LAX,CDG,A380,AsiaJet,0.12,19,70,8250,47
3,0,8,LHR,SIN,B787,PacificAir,0.73,11,32,5519,68
19,5,3,JFK,FRA,A320,PacificAir,0.94,0,84,4074,76
16,3,9,FRA,JFK,B777,PacificAir,0.18,27,1,6223,48
2,6,8,NRT,NRT,A350,PacificAir,0.07,7,17,7046,25
20,3,1,NRT,JFK,A380,SkyMind,0.74,0,46,3523,55
20,0,8,FRA,LAX,A320,SkyMind,0.57,4,32,3780,41
1,2,12,SYD,CDG,B787,AsiaJet,0.84,21,83,9763,115
3,4,11,BOM,JFK,A320,SkyMind,0.14,5,34,1040,36
0,1,4,BOM,NRT,A320,AsiaJet,0.8,28,50,13987,96
14,3,6,DXB,BOM,B737,SkyMind,0.2,20,17,1010,55
0,4,10,DXB,BOM,B777,SkyMind,0.16,2,87,6662,53
5,4,9,JFK,CDG,A380,SkyMind,0.16,14,71,13142,66
6,2,5,DXB,NRT,B737,EuroWings,0.81,4,29,7202,75
18,4,7,DXB,NRT,B777,PacificAir,0.67,27,43,844,115
11,3,1,FRA,DXB,A320,EuroWings,0.52,23,52,5679,83
0,5,9,BOM,LHR,B777,SkyMind,0.36,13,9,8583,45
6,5,6,DXB,SIN,B787,SkyMind,0.88,17,86,6872,109
18,4,11,LAX,CDG,A380,EuroWings,0.39,15,51,12934,66
12,3,4,LHR,SYD,B737,AsiaJet,0.82,5,48,12061,88
11,3,6,LAX,DXB,A380,PacificAir,0.44,24,10,12514,55
11,0,5,SYD,BOM,A320,AsiaJet,0.38,23,65,11071,76
21,2,3,LAX,DXB,B787,PacificAir,0.46,13,57,2980,80
12,6,7,JFK,LAX,B777,AeroGulf,0.3,26,89,9090,100
13,1,3,DXB,SIN,B777,PacificAir,0.75,23,35,6319,90
21,6,2,DXB,SYD,B787,AsiaJet,0.5,7,32,12098,60
11,0,4,FRA,CDG,B777,PacificAir,0.23,28,46,11972,76
19,1,7,CDG,LAX,B737,AeroGulf,0.9,6,12,13374,79
11,6,5,SYD,LHR,A350,AeroGulf,0.38,7,39,12458,49
5,3,9,LAX,SYD,B777,SkyMind,0.54,12,88,7242,93
9,5,10,CDG,NRT,A320,AeroGulf,0.91,5,67,9986,110
19,0,7,NRT,SYD,B777,EuroWings,0.62,17,41,11943,83
23,6,12,LHR,DXB,A380,AsiaJet,0.12,1,18,7400,16
8,4,9,LHR,FRA,A320,EuroWings,0.94,7,81,6138,105
1,4,9,BOM,LAX,B777,EuroWings,0.63,10,18,6400,57
6,1,12,DXB,DXB,B777,AsiaJet,0.33,0,57,12201,61
8,3,2,BOM,NRT,A320,EuroWings,0.14,21,22,10727,50
11,5,1,FRA,BOM,B737,EuroWings,0.79,28,53,6023,108
4,1,11,SYD,DXB,A350,EuroWings,0.62,5,79,13525,69
0,6,4,SYD,SYD,A350,AeroGulf,0.53,15,64,4349,88
21,6,4,NRT,LHR,B737,AsiaJet,0.89,26,11,2277,103
14,5,2,JFK,SYD,B777,AsiaJet,0.79,19,23,9071,81
7,6,3,SYD,SYD,A350,AsiaJet,0.15,11,33,4263,43
0,2,3,SYD,LAX,B737,EuroWings,0.31,10,52,13991,42
17,5,5,SYD,CDG,B737,AeroGulf,0.25,28,7,10353,61
12,4,1,LHR,SIN,A350,AsiaJet,0.74,26,17,3558,93
