iata,icao,name,city,country,lat,lon,elevation_ft,type
BFI,KBFI,King County International Airport - Boeing Field,Seattle,US,47.527042,-122.29995,21.0,medium_airport
BFL,KBFL,Meadows Field,Bakersfield,US,35.433601,-119.056999,510.0,medium_airport
BGM,KBGM,Greater Binghamton/Edwin A Link field,Binghamton,US,42.20869827,-75.97979736,1636.0,medium_airport
BGR,KBGR,Bangor International Airport,Bangor,US,44.806364,-68.826668,192.0,medium_airport
BHB,KBHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,44.45000076,-68.3615036,83.0,medium_airport
BHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,33.562877,-86.750712,650.0,large_airport
BIH,KBIH,Eastern Sierra Regional Airport,Bishop,US,37.3731,-118.363998,4124.0,medium_airport
BIL,KBIL,Billings Logan International Airport,Billings,US,45.808932,-108.541242,3652.0,medium_airport
BIS,KBIS,Bismarck Municipal Airport,Bismarck,US,46.772734,-100.746874,1661.0,medium_airport
BJC,KBJC,Rocky Mountain Metropolitan Airport,Denver,US,39.908798,-105.116997,5673.0,medium_airport
BKW,KBKW,Raleigh County Memorial Airport,Beaver,US,37.7873,-81.124199,2504.0,medium_airport
BLI,KBLI,Bellingham International Airport,Bellingham,US,48.79280090332031,-122.53800201416016,170.0,medium_airport
BLV,KBLV,Scott AFB/Midamerica Airport,Belleville,US,38.5452,-89.835197,459.0,medium_airport
BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,40.4771,-88.915901,871.0,medium_airport
BNA,KBNA,Nashville International Airport,Nashville,US,36.1245,-86.6782,599.0,large_airport
BOI,KBOI,Boise Air Terminal/Gowen Field,Boise,US,43.5644,-116.223,2871.0,large_airport
BOS,KBOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,20.0,large_airport
BPT,KBPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,29.9508,-94.020699,15.0,medium_airport
BQK,KBQK,Brunswick Golden Isles Airport,Brunswick,US,31.258801,-81.466499,26.0,medium_airport
BRD,KBRD,Brainerd Lakes Regional Airport,Brainerd,US,46.402861,-94.129727,1232.0,medium_airport
BRL,KBRL,Southeast Iowa Regional Airport,Burlington,US,40.783199310302734,-91.12550354003906,698.0,medium_airport
BRO,KBRO,Brownsville South Padre Island International Airport,Brownsville,US,25.907238,-97.425235,22.0,medium_airport
BTM,KBTM,Bert Mooney Airport,Butte,US,45.95479965209961,-112.49700164794922,5550.0,medium_airport
BTR,KBTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,30.533199,-91.149597,70.0,medium_airport
BTV,KBTV,Patrick Leahy Burlington International Airport,Burlington,US,44.471901,-73.153297,335.0,medium_airport
BUF,KBUF,Buffalo Niagara International Airport,Buffalo,US,42.940498,-78.732201,728.0,large_airport
BUR,KBUR,Hollywood Burbank/Bob Hope Airport,Burbank,US,34.202834,-118.35805,778.0,large_airport
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,39.1754,-76.668297,146.0,large_airport
BZN,KBZN,Bozeman Yellowstone International Airport,Bozeman,US,45.778853,-111.153711,4473.0,medium_airport
CAE,KCAE,Columbia Metropolitan Airport,Columbia,US,33.938172,-81.123022,236.0,medium_airport
CAK,KCAK,Akron Canton Regional Airport,Akron,US,40.91609954833984,-81.44219970703125,1228.0,medium_airport
CCR,KCCR,Buchanan Field,Concord,US,37.9897,-122.056999,26.0,medium_airport
CDC,KCDC,Cedar City Regional Airport,Cedar City,US,37.70100021362305,-113.0989990234375,5622.0,medium_airport
CDR,KCDR,Chadron Municipal Airport,Chadron,US,42.837601,-103.095001,3297.0,medium_airport
CEC,KCEC,Jack Mc Namara Field Airport,Crescent City,US,41.778929,-124.236403,61.0,medium_airport
CEZ,KCEZ,Cortez Municipal Airport,Cortez,US,37.303001,-108.627998,5918.0,medium_airport
CGI,KCGI,Cape Girardeau Regional Airport,Cape Girardeau,US,37.2253,-89.570801,342.0,medium_airport
CHA,KCHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,35.035301,-85.203796,683.0,medium_airport
CHO,KCHO,Charlottesville Albemarle Airport,Charlottesville,US,38.13859939575195,-78.4529037475586,639.0,medium_airport
CHS,KCHS,Charleston International Airport,Charleston,US,32.896159,-80.038151,46.0,large_airport
CID,KCID,The Eastern Iowa Airport,Cedar Rapids,US,41.884701,-91.7108,869.0,medium_airport
CIU,KCIU,Chippewa County International Airport,Kincheloe,US,46.242038,-84.462082,800.0,medium_airport
CKB,KCKB,North Central West Virginia Airport,Bridgeport,US,39.2966,-80.228104,1217.0,medium_airport
CLE,KCLE,Cleveland Hopkins International Airport,Cleveland,US,41.411701,-81.8498,791.0,large_airport
CLL,KCLL,Easterwood Field,College Station,US,30.5886,-96.3638,320.0,medium_airport
CLT,KCLT,Charlotte Douglas International Airport,Charlotte,US,35.2140007019043,-80.94309997558594,748.0,large_airport
CMH,KCMH,John Glenn Columbus International Airport,Columbus,US,39.998001,-82.891899,815.0,large_airport
CMI,KCMI,University of Illinois Willard Airport,Savoy,US,40.039819,-88.276249,755.0,medium_airport
CMX,KCMX,Houghton County Memorial Airport,Hancock,US,47.168399810791016,-88.48909759521484,1095.0,medium_airport
CNM,KCNM,Cavern City Air Terminal,Carlsbad,US,32.337501525878906,-104.26300048828124,3295.0,medium_airport
CNY,KCNY,Canyonlands Regional Airport,Moab,US,38.755001,-109.754997,4557.0,medium_airport
COD,KCOD,Yellowstone Regional Airport,Cody,US,44.520199,-109.024002,5102.0,medium_airport
COS,KCOS,City of Colorado Springs Municipal Airport,Colorado Springs,US,38.805801,-104.700996,6187.0,large_airport
COU,KCOU,Columbia Regional Airport,Columbia,US,38.8181,-92.219597,889.0,medium_airport
CPR,KCPR,Casper-Natrona County International Airport,Casper,US,42.907381,-106.461609,5350.0,medium_airport
CRP,KCRP,Corpus Christi International Airport,Corpus Christi,US,27.770399,-97.501198,44.0,medium_airport
CLD,KCRQ,McClellan-Palomar Airport,Carlsbad,US,33.1283,-117.279999,331.0,medium_airport
CRW,KCRW,Yeager Airport,Charleston,US,38.3731,-81.593201,981.0,medium_airport
CSG,KCSG,Columbus Airport,Columbus,US,32.516415,-84.939602,397.0,medium_airport
CVG,KCVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,39.048801,-84.667801,896.0,large_airport
CVN,KCVN,Clovis Municipal Airport,Clovis,US,34.426594,-103.078794,4216.0,medium_airport
CWA,KCWA,Central Wisconsin Airport,Mosinee,US,44.777448,-89.670238,1277.0,medium_airport
CYS,KCYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,41.155701,-104.811997,6159.0,medium_airport
DAB,KDAB,Daytona Beach International Airport,Daytona Beach,US,29.18255,-81.059464,34.0,medium_airport
DAL,KDAL,Dallas Love Field,Dallas,US,32.844776,-96.847653,487.0,large_airport
DAY,KDAY,James M. Cox Dayton International Airport,Dayton,US,39.902401,-84.219398,1009.0,medium_airport
DBQ,KDBQ,Dubuque Regional Airport,Dubuque,US,42.402,-90.709503,1077.0,medium_airport
DCA,KDCA,Ronald Reagan Washington National Airport,Washington,US,38.8521,-77.037697,15.0,large_airport
DDC,KDDC,Dodge City Regional Airport,Dodge City,US,37.76340103149414,-99.9655990600586,2594.0,medium_airport
DEC,KDEC,Decatur Airport,Decatur,US,39.834598541259766,-88.8656997680664,682.0,medium_airport
DEN,KDEN,Denver International Airport,Denver,US,39.860027,-104.673792,5431.0,large_airport
DFW,KDFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,607.0,large_airport
DHN,KDHN,Dothan Regional Airport,Dothan,US,31.321300506591797,-85.44960021972656,401.0,medium_airport
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,46.797533,-102.801905,2592.0,medium_airport
DLH,KDLH,Duluth International Airport,Duluth,US,46.841873,-92.198746,1428.0,medium_airport
DOV,KDOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US,39.129501,-75.466003,24.0,medium_airport
DRO,KDRO,Durango La Plata County Airport,Durango,US,37.151501,-107.753998,6685.0,medium_airport
DSM,KDSM,Des Moines International Airport,Des Moines,US,41.534027,-93.656719,958.0,large_airport
DSI,KDTS,Destin Executive Airport,Destin,US,30.400101,-86.471497,23.0,medium_airport
DTW,KDTW,Detroit Metropolitan Wayne County Airport,Detroit,US,42.21377,-83.353786,645.0,large_airport
DUJ,KDUJ,DuBois Regional Airport,Dubois,US,41.17829895,-78.8986969,1817.0,medium_airport
DVL,KDVL,Devils Lake Regional Airport,Devils Lake,US,48.115454,-98.908796,1456.0,medium_airport
EAR,KEAR,Kearney Regional Airport,Kearney,US,40.727001,-99.006798,2131.0,medium_airport
EAT,KEAT,Pangborn Memorial Airport,Wenatchee,US,47.398899,-120.207001,1249.0,medium_airport
EAU,KEAU,Chippewa Valley Regional Airport,Eau Claire,US,44.86579895019531,-91.48429870605467,913.0,medium_airport
ECP,KECP,Northwest Florida Beaches International Airport,Panama City Beach,US,30.357106,-85.795414,69.0,medium_airport
EGE,KEGE,Eagle County Regional Airport,Eagle,US,39.64260101,-106.9179993,6548.0,medium_airport
EKO,KEKO,Elko Regional Airport,Elko,US,40.82490158081055,-115.79199981689452,5140.0,medium_airport
ELD,KELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,33.221001,-92.813301,277.0,medium_airport
ELM,KELM,Elmira Corning Regional Airport,Elmira/Corning,US,42.1599006652832,-76.8916015625,954.0,medium_airport
ELP,KELP,El Paso International Airport,El Paso,US,31.809908,-106.375607,3959.0,large_airport
ERI,KERI,Erie International Tom Ridge Field,Erie,US,42.083127,-80.173867,732.0,medium_airport
ESC,KESC,Delta County Airport,Escanaba,US,45.723199,-87.088623,609.0,medium_airport
EUG,KEUG,Eugene Airport,Eugene,US,44.124599,-123.211998,374.0,medium_airport
EVV,KEVV,Evansville Regional Airport,Evansville,US,38.0369987488,-87.5324020386,418.0,medium_airport
EWB,KEWB,New Bedford Regional Airport,New Bedford,US,41.67610168457031,-70.95690155029297,80.0,medium_airport
EWN,KEWN,Coastal Carolina Regional Airport,New Bern,US,35.0730018616,-77.04290008539999,18.0,medium_airport
EWR,KEWR,Newark Liberty International Airport,Newark,US,40.6894,-74.170545,18.0,large_airport
EYW,KEYW,Key West International Airport,Key West,US,24.556119,-81.759579,3.0,medium_airport
FAR,KFAR,Hector International Airport,Fargo,US,46.9207,-96.815804,902.0,medium_airport
FAT,KFAT,Fresno Yosemite International Airport,Fresno,US,36.775767,-119.718018,336.0,large_airport
FAY,KFAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,34.991199,-78.880302,189.0,medium_airport
FRD,KFHR,Friday Harbor Airport,Friday Harbor,US,48.523654,-123.024645,113.0,medium_airport
FLG,KFLG,Flagstaff Pulliam Airport,Flagstaff,US,35.139757,-111.669826,7014.0,medium_airport
FLL,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,26.072599,-80.152702,9.0,large_airport
FLO,KFLO,Florence Regional Airport,Florence,US,34.18539810180664,-79.7238998413086,146.0,medium_airport
FNT,KFNT,Bishop International Airport,Flint,US,42.969294,-83.743355,782.0,medium_airport
FOD,KFOD,Fort Dodge Regional Airport,Fort Dodge,US,42.552624,-94.191237,1156.0,medium_airport
FSD,KFSD,Sioux Falls Regional Airport,Sioux Falls,US,43.585463,-96.741152,1429.0,medium_airport
FSM,KFSM,Fort Smith Regional Airport,Fort Smith,US,35.336601,-94.367401,469.0,medium_airport
FTW,KFTW,Fort Worth Meacham International Airport,Fort Worth,US,32.819919,-97.360818,710.0,medium_airport
FWA,KFWA,Fort Wayne International Airport,Fort Wayne,US,40.978896,-85.194465,814.0,medium_airport
GCC,KGCC,Northeast Wyoming Regional Airport,Gillette,US,44.3489,-105.539001,4365.0,medium_airport
GCK,KGCK,Garden City Regional Airport,Garden City,US,37.9275016785,-100.723999023,2891.0,medium_airport
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,35.9524,-112.147003,6609.0,medium_airport
GDV,KGDV,Dawson Community Airport,Glendive,US,47.137658,-104.80691,2458.0,medium_airport
GEG,KGEG,Spokane International Airport,Spokane,US,47.6199,-117.533997,2376.0,large_airport
GFK,KGFK,Grand Forks International Airport,Grand Forks,US,47.949299,-97.176102,845.0,medium_airport
GGG,KGGG,East Texas Regional Airport,Longview,US,32.38399887084961,-94.71150207519533,365.0,medium_airport
GGW,KGGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,48.212502,-106.614998,2296.0,medium_airport
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,US,39.126663,-108.529387,4858.0,medium_airport
GLH,KGLH,Mid Delta Regional Airport,Greenville,US,33.482899,-90.985603,131.0,medium_airport
GNV,KGNV,Gainesville Regional Airport,Gainesville,US,29.6900997162,-82.2717971802,152.0,medium_airport
FCA,KGPI,Glacier Park International Airport,Kalispell,US,48.310501,-114.255997,2977.0,medium_airport
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,US,30.405582,-89.069836,28.0,medium_airport
GRB,KGRB,Austin Straubel International Airport,Green Bay,US,44.483459,-88.130805,695.0,medium_airport
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,US,40.967498779296875,-98.30960083007812,1847.0,medium_airport
GRK,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,US,31.0672,-97.828903,1015.0,medium_airport
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,US,42.880798,-85.522797,794.0,large_airport
GSO,KGSO,Piedmont Triad International Airport,Greensboro,US,36.09937,-79.937262,925.0,large_airport
GSP,KGSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,US,34.895699,-82.218903,964.0,medium_airport
GTF,KGTF,Great Falls International Airport,Great Falls,US,47.481998,-111.371002,3680.0,medium_airport
GTR,KGTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville,US,33.450298,-88.5914,264.0,medium_airport
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,US,38.534672,-106.934566,7680.0,medium_airport
GUP,KGUP,Gallup Municipal Airport,Gallup,US,35.511653,-108.788166,6472.0,medium_airport
GYY,KGYY,Gary/Chicago International Airport,Gary,US,41.617087,-87.413206,591.0,medium_airport
DSY,VDDS,Dara Sakor International Airport,Ta Noun,KH,10.914244,103.226652,60.0,large_airport
KTI,VDTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH,11.359987,104.921272,20.0,large_airport
HDN,KHDN,Yampa Valley Airport,Hayden,US,40.481201,-107.218002,6606.0,medium_airport
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.708771,-77.728014,703.0,medium_airport
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,33.922798,-118.334999,66.0,medium_airport
HIB,KHIB,Range Regional Airport,Hibbing,US,47.384831,-92.836905,1354.0,medium_airport
HII,KHII,Lake Havasu City Airport,Lake Havasu City,US,34.570506,-114.357745,783.0,medium_airport
HLN,KHLN,Helena Regional Airport,Helena,US,46.6068,-111.983002,3877.0,medium_airport
HOB,KHOB,Lea County Regional Airport,Hobbs,US,32.6875,-103.217003,3661.0,medium_airport
HOT,KHOT,Memorial Field Airport,Hot Springs,US,34.4788,-93.096262,540.0,medium_airport
HOU,KHOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812,46.0,large_airport
HPN,KHPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984,439.0,medium_airport
HRL,KHRL,Valley International Airport,Harlingen,US,26.228500366210938,-97.65440368652344,36.0,medium_airport
HRO,KHRO,Boone County Airport,Harrison,US,36.26150131225586,-93.15470123291016,1365.0,medium_airport
HSV,KHSV,Huntsville International Airport,Huntsville,US,34.636244,-86.774378,629.0,medium_airport
HTS,KHTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,38.366699,-82.557999,828.0,medium_airport
HVN,KHVN,Tweed New Haven Airport,New Haven,US,41.262869,-72.887694,12.0,medium_airport
HVR,KHVR,Havre City County Airport,Havre,US,48.541387,-109.762859,2591.0,medium_airport
HHH,KHXD,Hilton Head Airport,Hilton Head Island,US,32.2244,-80.697502,19.0,medium_airport
HYA,KHYA,Cape Cod Gateway Airport,Hyannis,US,41.6693,-70.280403,54.0,medium_airport
HYS,KHYS,Hays Regional Airport,Hays,US,38.844521,-99.273148,1999.0,medium_airport
IAD,KIAD,Washington Dulles International Airport,Dulles,US,38.9445,-77.455803,312.0,large_airport
IAG,KIAG,Niagara Falls International Airport,Niagara Falls,US,43.1073,-78.946198,589.0,medium_airport
IAH,KIAH,George Bush Intercontinental Airport,Houston,US,29.9844,-95.3414,97.0,large_airport
ICT,KICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,37.650314,-97.428583,1333.0,medium_airport
IDA,KIDA,Idaho Falls Regional Airport,Idaho Falls,US,43.514599,-112.070999,4744.0,medium_airport
ILG,KILG,Wilmington Airport,Wilmington,US,39.678699,-75.606499,80.0,medium_airport
ILM,KILM,Wilmington International Airport,Wilmington,US,34.272345,-77.905117,32.0,medium_airport
IMT,KIMT,Ford Airport,Kingsford,US,45.81911,-88.114557,1182.0,medium_airport
IND,KIND,Indianapolis International Airport,Indianapolis,US,39.7173,-86.294403,797.0,large_airport
INL,KINL,Falls International Airport,International Falls,US,48.566200256347656,-93.4030990600586,1185.0,medium_airport
IPL,KIPL,Imperial County Airport,Imperial,US,32.83539,-115.574026,-54.0,medium_airport
IPT,KIPT,Williamsport Regional Airport,Williamsport,US,41.242126,-76.92245,529.0,medium_airport
IRK,KIRK,Kirksville Regional Airport,Kirksville,US,40.09349822998047,-92.5448989868164,966.0,medium_airport
ISP,KISP,Long Island MacArthur Airport,Islip,US,40.796324,-73.101703,99.0,medium_airport
ITH,KITH,Ithaca Tompkins Regional Airport,Ithaca,US,42.49100112915039,-76.4583969116211,1099.0,medium_airport
AZA,KIWA,Mesa Gateway Airport,Mesa,US,33.3078,-111.654999,1382.0,medium_airport
JAC,KJAC,Jackson Hole Airport,Jackson,US,43.6073,-110.737999,6451.0,medium_airport
JAN,KJAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,32.311199,-90.075897,346.0,medium_airport
JAX,KJAX,Jacksonville International Airport,Jacksonville,US,30.492469,-81.687813,30.0,large_airport
JBR,KJBR,Jonesboro Municipal Airport,Jonesboro,US,35.83169937133789,-90.64640045166016,262.0,medium_airport
JFK,KJFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317,13.0,large_airport
JLN,KJLN,Joplin Regional Airport,Joplin,US,37.151798,-94.498299,981.0,medium_airport
JMS,KJMS,Jamestown Regional Airport,Jamestown,US,46.92969894,-98.67819977,1500.0,medium_airport
USA,KJQF,Concord-Padgett Regional Airport,Concord,US,35.387798,-80.709099,705.0,medium_airport
JST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,US,40.31610107421875,-78.83390045166016,2284.0,medium_airport
LAF,KLAF,Purdue University Airport,West Lafayette,US,40.412875,-86.939363,606.0,medium_airport
LAL,KLAL,Lakeland Linder International Airport,Lakeland,US,27.989267,-82.020715,142.0,medium_airport
LAN,KLAN,Capital Region International Airport,Lansing,US,42.777582,-84.585721,861.0,medium_airport
LAR,KLAR,Laramie Regional Airport,Laramie,US,41.31209945678711,-105.6750030517578,7284.0,medium_airport
LAS,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,2181.0,large_airport
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,US,34.567699,-98.416603,1110.0,medium_airport
LAX,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,125.0,large_airport
LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,US,33.663601,-101.822998,3282.0,medium_airport
LBE,KLBE,Arnold Palmer Regional Airport,Latrobe,US,40.275902,-79.4048,1199.0,medium_airport
LBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,US,41.12620163,-100.6839981,2777.0,medium_airport
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,US,37.0442009,-100.9599991,2885.0,medium_airport
LCH,KLCH,Lake Charles Regional Airport,Lake Charles,US,30.126100540161133,-93.22329711914062,15.0,medium_airport
LCK,KLCK,Rickenbacker International Airport,Columbus,US,39.813801,-82.927803,744.0,medium_airport
LEB,KLEB,Lebanon Municipal Airport,Lebanon,US,43.626098632799994,-72.30419921880001,603.0,medium_airport
LEX,KLEX,Blue Grass Airport,Lexington,US,38.035066,-84.606738,979.0,medium_airport
LFT,KLFT,Lafayette Regional Airport,Lafayette,US,30.205299,-91.987602,42.0,medium_airport
LGA,KLGA,LaGuardia Airport,New York,US,40.777199,-73.872597,21.0,large_airport
LGB,KLGB,Long Beach International Airport,Long Beach,US,33.816523,-118.149891,60.0,large_airport
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,34.729222,-92.223591,262.0,medium_airport
LNK,KLNK,Lincoln Airport,Lincoln,US,40.844882,-96.76178,1219.0,medium_airport
LNS,KLNS,Lancaster Airport,Lancaster,US,40.121700286865234,-76.29609680175781,403.0,medium_airport
LRD,KLRD,Laredo International Airport,Laredo,US,27.5438,-99.461601,508.0,medium_airport
LRU,KLRU,Las Cruces International Airport,Las Cruces,US,32.289398,-106.921997,4456.0,medium_airport
LSE,KLSE,La Crosse Regional Airport,La Crosse,US,43.879002,-91.256699,655.0,medium_airport
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,39.102357,-84.418945,483.0,medium_airport
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,US,37.857914,-80.400438,2302.0,medium_airport
LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,US,46.3745002746582,-117.01499938964844,1442.0,medium_airport
LYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,37.326698,-79.200401,938.0,medium_airport
MAF,KMAF,Midland International Air and Space Port,Midland,US,31.942499,-102.202003,2871.0,medium_airport
MBS,KMBS,MBS International Airport,Freeland,US,43.533181,-84.083104,668.0,medium_airport
MCE,KMCE,Merced Regional Macready Field,Merced,US,37.284698,-120.514,155.0,medium_airport
MCI,KMCI,Kansas City International Airport,Kansas City,US,39.301699,-94.713893,1026.0,large_airport
MCK,KMCK,McCook Ben Nelson Regional Airport,McCook,US,40.207787,-100.592794,2583.0,medium_airport
MCN,KMCN,Middle Georgia Regional Airport,Macon,US,32.69279861450195,-83.64920043945312,354.0,medium_airport
MCO,KMCO,Orlando International Airport,Orlando,US,28.429399490356445,-81.30899810791016,96.0,large_airport
MCW,KMCW,Mason City Municipal Airport,Mason City,US,43.159801,-93.329716,1213.0,medium_airport
MDT,KMDT,Harrisburg International Airport,Harrisburg,US,40.192838,-76.762333,310.0,medium_airport
MDW,KMDW,Chicago Midway International Airport,Chicago,US,41.785999,-87.752403,620.0,large_airport
MEI,KMEI,Key Field / Meridian Regional Airport,Meridian,US,32.3326,-88.7519,297.0,medium_airport
MEM,KMEM,Memphis International Airport,Memphis,US,35.043845,-89.97634,341.0,large_airport
MFE,KMFE,McAllen Miller International Airport,McAllen,US,26.176141,-98.237965,107.0,medium_airport
MFR,KMFR,Rogue Valley International-Medford Airport,Medford,US,42.374199,-122.873001,1335.0,medium_airport
MGC,KMGC,Michigan City Municipal Airport,Michigan City,US,41.7033,-86.821198,655.0,medium_airport
MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,32.300598,-86.393997,221.0,medium_airport
MGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,39.643305,-79.917598,1248.0,medium_airport
MHK,KMHK,Manhattan Regional Airport,Manhattan,US,39.14099884033203,-96.6707992553711,1057.0,medium_airport
MHT,KMHT,Manchester-Boston Regional Airport,Manchester,US,42.932598,-71.435699,266.0,medium_airport
MIA,KMIA,Miami International Airport,Miami,US,25.796011,-80.289751,8.0,large_airport
MKE,KMKE,General Mitchell International Airport,Milwaukee,US,42.947201,-87.896599,723.0,large_airport
MKG,KMKG,Muskegon County Airport,Muskegon,US,43.169498,-86.238197,629.0,medium_airport
MKL,KMKL,McKellar-Sipes Regional Airport,Jackson,US,35.599899,-88.915604,434.0,medium_airport
MLB,KMLB,Melbourne Orlando International Airport,Melbourne,US,28.102009,-80.641088,33.0,medium_airport
MLI,KMLI,Quad City International Airport,Moline,US,41.448502,-90.5075,590.0,medium_airport
MLU,KMLU,Monroe Regional Airport,Monroe,US,32.510899,-92.037697,79.0,medium_airport
MMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,US,37.625381,-118.84306,7135.0,medium_airport
MOB,KMOB,Mobile Regional Airport,Mobile,US,30.6912,-88.242798,219.0,medium_airport
MOT,KMOT,Minot International Airport,Minot,US,48.25801,-101.279123,1716.0,medium_airport
MRY,KMRY,Monterey Regional Airport,Monterey,US,36.586777,-121.844183,257.0,medium_airport
MSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,US,34.745123,-87.612981,551.0,medium_airport
MSN,KMSN,Dane County Regional Truax Field,Madison,US,43.1399,-89.337502,887.0,medium_airport
MSO,KMSO,Missoula Montana Airport,Missoula,US,46.915816,-114.091107,3206.0,medium_airport
MSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,44.880081,-93.221741,841.0,large_airport
MSS,KMSS,Massena International Airport Richards Field,Massena,US,44.936157,-74.844304,215.0,medium_airport
MSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,US,29.993401,-90.264673,4.0,large_airport
MTJ,KMTJ,Montrose Regional Airport,Montrose,US,38.5098,-107.893997,5759.0,medium_airport
MWA,KMWA,Veterans Airport of Southern Illinois,Marion,US,37.751208,-89.016568,472.0,medium_airport
MWL,KMWL,Mineral Wells Regional Airport,Mineral Wells,US,32.781601,-98.060204,974.0,medium_airport
MYL,KMYL,McCall Municipal Airport,McCall,US,44.888837,-116.101112,5024.0,medium_airport
MYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,US,33.679699,-78.928299,25.0,large_airport
YUM,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,32.650938,-114.609375,213.0,medium_airport
OAJ,KOAJ,Albert J Ellis Airport,Richlands,US,34.829201,-77.612099,94.0,medium_airport
OAK,KOAK,Oakland San Francisco Bay Airport,Oakland,US,37.720085,-122.221184,9.0,large_airport
OGD,KOGD,Ogden Hinckley Airport,Ogden,US,41.195899963379,-112.0120010376,4473.0,medium_airport
OGS,KOGS,Ogdensburg International Airport,Ogdensburg,US,44.6819,-75.4655,297.0,medium_airport
OKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,US,35.393388,-97.598248,1295.0,large_airport
OLF,KOLF,L M Clayton Airport,Wolf Point,US,48.094501,-105.574997,1986.0,medium_airport
OLM,KOLM,Olympia Regional Airport,Olympia,US,46.969399,-122.903,209.0,medium_airport
OMA,KOMA,Eppley Airfield,Omaha,US,41.3032,-95.894096,984.0,large_airport
ONT,KONT,Ontario International Airport,Ontario,US,34.056,-117.600998,944.0,large_airport
OPF,KOPF,Miami-Opa Locka Executive Airport,Miami,US,25.907,-80.278397,8.0,medium_airport
ORD,KORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,680.0,large_airport
ORF,KORF,Norfolk International Airport,Norfolk,US,36.895341,-76.201,26.0,large_airport
ORH,KORH,Worcester Regional Airport,Worcester,US,42.2673,-71.875702,1009.0,medium_airport
ESD,KORS,Orcas Island Airport,Eastsound,US,48.708199,-122.910004,31.0,medium_airport
OTH,KOTH,Southwest Oregon Regional Airport,North Bend,US,43.41709899902344,-124.24600219726562,17.0,medium_airport
